customer_id,customer_name,gender,birth_date,loyalty_status
176,Allison Wright,Male,2001-09-26,Gold
177,Frank Sullivan,Female,1956-02-03,Silver
178,Amanda Moore,Other,1960-02-21,Bronze
179,Richard Martin,Other,2005-07-07,Bronze
180,Jacob Parker,Other,1964-03-21,Silver
181,Jasmine Webb,Other,2003-10-23,Gold
182,James Carrillo,Female,1967-03-31,None
183,Janice Ortega,Female,2007-01-14,Silver
184,Derek Simon Jr.,Male,1980-07-12,Silver
185,Rebecca Wallace,Female,1994-02-03,Gold
186,Jessica Woods,Other,2004-05-26,Silver
187,Mrs. Jaime Johnson,Other,1997-11-02,Gold
188,David Harrison,Female,1991-05-03,Gold
189,Julia Anderson,Female,1957-06-23,Silver
190,Kyle Crawford,Other,1978-02-02,Bronze
191,Thomas Frank,Other,1981-06-26,None
192,Molly Kelly,Female,1989-09-08,None
193,Lori Rodriguez,Male,1947-05-29,Bronze
194,Shannon Brady,Other,1982-05-23,Silver
195,Victoria Williams,Other,1998-10-05,None
196,Blake Williams,Other,2000-08-14,Gold
197,Dawn Gray,Male,1959-06-07,Gold
198,Danielle Coleman,Male,2001-08-04,None
199,Molly Rice,Male,1983-04-17,Bronze
200,Angela Leonard,Other,1948-11-20,Gold
201,Francisco Flowers,Other,1986-05-15,Silver
202,Laura Reilly,Female,1997-08-16,Bronze
203,Taylor Young,Female,1955-11-23,Bronze
204,Timothy Alvarado,Female,1977-01-15,None
205,Christopher Mahoney,Male,1977-01-22,Gold
206,Kenneth Brown,Male,1970-04-12,Silver
207,Gary Bauer,Other,1957-03-17,Bronze
208,Stephanie Brown,Female,1985-01-01,Silver
209,Molly Jones,Female,2001-04-25,Silver
210,Julie Green,Other,1969-08-15,Bronze
211,Curtis Ramsey,Other,1945-06-01,None
212,Tracey Pugh,Female,1966-06-22,Gold
213,David Mitchell,Male,1968-04-06,Silver
214,Thomas Rose,Female,2004-03-17,Bronze
215,Paul Mullen,Male,1945-05-10,None
216,Angela Williams,Female,1973-11-18,Silver
217,Melissa Ramos,Male,1979-03-05,Silver
218,Elizabeth Palmer,Male,2000-05-14,Bronze
219,Mary Bond,Female,2007-10-24,Silver
220,Barry Sexton,Female,1984-10-02,Silver
221,Mr. Daniel Miranda,Male,1984-03-30,Bronze
222,David Harrison,Other,1944-12-05,Silver
223,Sue Khan,Other,1959-10-17,Bronze
224,Judith Hoffman,Female,1986-12-14,Gold
225,Brittany Murray,Female,1986-03-05,Bronze
226,April Burke,Other,1961-10-12,None
227,Jeffrey Patel,Female,1970-05-07,Bronze
228,Teresa Wolf,Other,1994-07-25,None
229,Rose Anderson,Other,1952-09-15,Bronze
230,Dana Mccoy,Other,1949-06-06,None
231,Jonathan Gordon,Other,2006-08-23,Gold
232,Veronica Nichols,Female,1949-06-13,Silver
233,Justin Russo,Other,1972-11-07,None
234,Kenneth Cruz,Male,1981-08-18,None
235,Edgar Harrison,Other,1994-12-11,Bronze
236,Jimmy Dominguez,Other,2004-06-13,Silver
237,Benjamin Bolton,Female,1970-10-18,Silver
238,Paul Austin,Other,1968-09-07,Bronze
239,Tracy Fernandez,Male,1994-01-15,Bronze
240,Kenneth Alvarado,Male,1970-01-13,Bronze
241,Jordan Cole,Male,1972-07-19,Silver
242,Jesse Johnson,Other,1969-12-06,Gold
243,Tiffany Woods,Female,2005-11-07,Silver
244,Julie Williams,Female,1958-05-16,Gold
245,Carlos Peterson,Male,1976-11-29,Bronze
246,Evan Mason,Other,1974-08-05,None
247,Joseph Simon Jr.,Male,1966-12-20,Bronze
248,Joshua Stevenson,Other,1963-12-20,Gold
249,Catherine Silva,Male,1966-01-07,Silver
250,Cheyenne Watson,Male,1984-09-21,Silver
251,Kent Stewart,Other,1976-11-11,None
252,Sarah Rowe,Male,1956-05-31,Bronze
253,Dennis Poole,Male,1946-07-29,Silver
254,Raymond Benjamin,Female,1972-09-28,None
255,Katelyn Blake,Male,1991-09-03,Gold
256,Jesse Olson,Male,1974-07-05,None
257,Anne Ewing,Male,2004-07-25,None
258,Patrick Brown,Male,2005-03-10,Silver
259,Kayla Hoffman,Male,1950-11-26,None
260,James Owens,Male,1947-11-13,Bronze
261,Emily Roy,Other,2007-11-24,Silver
262,Dr. Christine Lewis,Male,1979-07-11,Gold
263,Shane Petersen,Female,1974-06-06,None
264,Taylor Galloway,Female,1993-03-12,Gold
265,Amy James,Other,1958-02-22,Gold
266,Jason Lam,Male,1965-07-23,Gold
267,Scott Alexander,Other,1989-08-17,Bronze
268,David Kirk,Male,1990-12-03,Silver
269,Daniel Kim,Male,1986-05-19,Silver
270,Bobby Davis,Other,1950-01-04,Silver
271,Thomas Olsen,Male,1984-12-22,Silver
272,Brian Phillips,Male,1979-04-13,Bronze
273,Andre Thompson,Female,1988-09-12,None
274,Kimberly Adams,Male,1952-12-17,Silver
275,Mary Medina,Other,1952-01-29,Gold
276,Stephen Campbell,Other,1947-11-13,Bronze
277,Tyler Watson,Female,1949-07-17,Bronze
278,Alyssa Kelly,Male,1985-08-06,Silver
279,Trevor Brown,Female,2005-02-07,Bronze
280,Patricia Jones,Male,1962-09-15,Bronze
281,Kyle Reyes,Female,1989-05-20,None
282,Ashley Obrien MD,Male,1986-02-16,Silver
283,James Baker,Male,1960-05-19,Silver
284,Sheryl Webb,Other,1951-06-14,None
285,Courtney Jones,Other,1976-02-12,None
286,Patricia Turner,Male,1993-02-13,None
287,Karen Yoder,Other,1950-05-01,Silver
288,Terry Johnson,Other,1956-10-11,Gold
289,Mary Brown,Male,1948-11-28,Silver
290,Ashley Mason,Other,1993-09-13,None
291,Alexis Ortiz,Other,1965-12-16,None
292,Christopher Thompson,Other,1960-01-18,None
293,Patricia Williams,Female,1953-04-08,Gold
294,Timothy Oneal,Female,1954-08-05,Gold
295,Theresa Mcdaniel,Other,1951-11-14,Silver
296,Jeffrey White,Other,2007-06-09,Silver
297,Ryan Cross,Male,1995-06-23,Bronze
298,Isaac Bullock,Other,1973-10-06,Gold
299,Susan Harris,Male,1992-08-25,None
300,Lisa Stewart,Other,2006-01-10,Bronze
301,Ashley Williamson,Female,1997-03-22,Silver
302,Kristina George,Female,1992-01-22,Gold
303,Justin Solis,Other,1979-06-28,Silver
304,Willie Odom,Female,1954-09-11,Silver
305,Nicole Berry,Male,1987-01-15,Gold
306,Scott Alvarez,Male,1965-11-05,Gold
307,Patrick Miller,Female,2003-06-16,None
308,Roger Salas,Female,1974-05-08,None
309,Kayla Austin,Other,1958-04-17,Silver
310,Roy Morgan,Female,1974-12-26,Bronze
311,Heather Barajas,Female,1974-02-15,Bronze
312,Amy Perez,Other,1955-06-20,Bronze
313,George Lucas,Male,1976-05-03,Bronze
314,Tracey Miller,Male,1949-09-10,Silver
315,Stacey Garcia,Female,1978-06-11,Silver
316,Lee Byrd,Female,1955-09-25,Bronze
317,Mrs. Nancy Suarez,Male,1947-12-06,None
318,Eric Griffin,Female,1948-10-20,Bronze
319,Andrea Sanchez,Female,1957-10-12,Bronze
320,Scott Cook,Other,1975-06-14,Gold
321,Joel Rowe,Female,1996-08-16,Silver
322,Scott Sanford,Male,1958-06-07,None
323,Anne Roberts,Female,2003-05-05,None
324,Andrew Bell,Female,1959-12-03,Silver
325,Timothy Wallace,Male,1988-09-15,Gold
326,Miss Kristin Serrano,Male,1991-01-12,Bronze
327,Bradley Watts,Male,1972-01-31,Silver
328,Zachary Turner,Female,1956-01-27,Bronze
329,Jessica Coleman,Male,1984-05-31,Gold
330,Renee Weber,Male,1969-11-03,None
331,Cynthia Brooks,Other,1990-09-29,None
332,William Cruz,Male,1971-05-03,Bronze
333,Bradley Zavala,Other,1981-01-11,Silver
334,Randy Sanchez,Female,2002-02-05,None
335,Kari Gordon,Other,1983-08-13,Gold
336,Daniel Anderson,Female,1962-08-07,Bronze
337,Kelly Miller,Female,2006-01-19,Bronze
338,Harry Sims,Other,1972-08-30,None
339,Harold Mason,Female,1987-03-04,Silver
340,Theodore Sullivan,Male,1966-05-01,None
341,Mary Banks,Other,1975-05-05,Gold
342,Evelyn Davis,Other,1987-09-01,Bronze
343,Paul Silva,Female,2007-08-07,Bronze
344,David Thornton Jr.,Female,1965-05-26,None
345,Carmen Maxwell,Female,1990-01-23,Gold
346,Ashley Silva,Female,1973-05-11,None
347,Linda Davis,Male,1998-04-22,Gold
348,Joy Valentine,Male,1971-08-03,None
349,Angel Mcclain,Other,1960-06-13,Gold
350,Angel Holland,Other,1995-11-26,Gold
351,Robert Trujillo,Female,1964-12-06,Bronze
352,Dean Erickson,Female,1954-08-29,None
353,Joshua Parker,Other,1961-04-14,Bronze
354,Jennifer Andersen,Male,1969-09-24,Bronze
355,Kelly Harvey,Female,1989-09-05,Silver
356,Lisa Griffith,Female,1955-10-28,Silver
357,Alexandria Anderson,Other,1980-08-26,None
358,Christopher Perez,Female,1971-10-22,Silver
359,Shelby Newman,Other,1949-07-17,None
360,Hunter Carter,Male,1966-10-25,Gold
361,Jason Adams,Female,1957-02-14,None
362,Julie Flores,Male,1986-12-04,Bronze
363,Valerie Watkins,Female,1977-12-24,Silver
364,Thomas Morales,Male,1973-07-24,Gold
365,Michelle Lee,Female,1974-11-28,Bronze
366,Dr. Jennifer Romero DDS,Female,1995-01-12,None
367,Larry Powell,Other,1979-11-03,None
368,Douglas Keith,Other,1950-03-10,None
369,Tyler Lewis,Other,2007-06-03,Bronze
370,Andrew Johnson,Male,1965-12-21,None
371,Roger Ward,Other,2003-10-25,Silver
372,Pamela Cardenas,Female,1981-11-23,None
373,James Torres,Other,1981-08-23,Gold
374,Alexander Green,Other,1957-10-06,Bronze
375,William Cochran,Other,1976-12-18,Gold
376,Kenneth Holt,Female,1968-11-19,Bronze
377,Dawn Myers,Other,1962-01-29,Silver
378,Monica Ruiz,Female,1952-05-09,None
379,Kenneth Reynolds,Male,1984-07-23,Gold
380,Christopher Harris,Other,1991-09-01,Gold
381,Sharon Olson,Other,1996-06-17,Gold
382,Jason Armstrong,Male,1974-09-18,Silver
383,David Stevens,Female,1988-03-21,Silver
384,James Richard,Male,1967-06-10,None
385,Robert Graves,Female,1969-06-12,Silver
386,Sabrina Mills,Male,1949-02-20,None
387,Brenda Arnold,Male,1980-10-19,Silver
388,Laura Watson,Female,1986-09-12,Bronze
389,Aaron Bailey,Male,1950-09-05,Silver
390,James Hess,Other,1980-12-13,Bronze
391,Megan Flores,Female,1947-09-08,None
392,Brett Ortiz,Other,1981-09-27,Bronze
393,Patrick Cameron,Male,1945-07-13,Gold
394,Gina Clark,Male,1966-06-26,Bronze
395,Samantha Ray,Male,2001-10-23,Silver
396,Darius Harris,Male,1974-09-10,Gold
397,Andrew Crawford,Female,2000-11-09,Silver
398,Shelley Hall,Other,1988-02-20,None
399,Christopher Hill,Other,1983-07-12,None
400,Anthony Johnston,Male,1982-10-15,Gold
401,Lori Benton,Other,1978-03-12,Gold
402,Vanessa Mathis,Male,1982-07-24,Bronze
403,Erin Chen,Other,1995-05-21,Gold
404,Kylie Berry DDS,Other,1986-01-09,Bronze
405,Sean Spence,Other,2007-06-18,Silver
406,David Fletcher,Other,1973-09-26,Bronze
407,Jerry Navarro,Other,1986-10-16,Silver
408,Martin Morales,Female,1955-09-21,Gold
409,Lynn Cox,Male,2007-06-28,Silver
410,Louis Miller,Male,1962-01-17,Gold
411,Rhonda Smith,Male,1951-04-13,Bronze
412,Ricky Bautista,Female,1982-03-31,Silver
413,Erika Roberts DDS,Male,1975-06-30,Bronze
414,Juan Sanders,Female,1986-12-27,Gold
415,Andrew Smith,Other,1980-06-22,Gold
416,Patrick Sanders,Female,1990-09-17,Gold
417,Summer Baker,Male,1963-09-18,None
418,Nicholas Lawrence,Other,2006-12-31,Silver
419,Kelsey Huang,Other,2001-09-29,None
420,John Pearson,Female,1981-10-25,Gold
421,Karen Wilson,Female,1993-10-30,None
422,Jessica Ibarra,Male,1946-07-08,None
423,Victor Austin,Male,2000-03-15,Bronze
424,Lisa Jackson,Other,1979-12-24,Bronze
425,Christopher Mayer,Male,1983-05-15,Silver
426,Helen Li,Female,1963-08-01,Bronze
427,Joshua Ponce,Other,1978-04-29,None
428,Jason Bullock,Male,2002-07-31,Silver
429,Charles Rios,Other,1992-02-21,None
430,Dalton Vargas,Female,1954-06-29,Silver
431,Kyle Terry,Female,1945-06-20,Silver
432,Tyler Henderson,Male,1970-03-22,Bronze
433,Kimberly Perez,Male,1986-10-20,Gold
434,Jonathan Perry,Other,1998-08-21,None
435,Lisa Powers,Other,1987-12-21,Gold
436,Wayne Horne,Female,1959-05-23,Bronze
437,Amy Marsh,Female,1945-05-25,Gold
438,Sonya Burke,Other,1979-05-02,Gold
439,Thomas Browning,Female,2003-07-24,None
440,Patrick Dillon,Other,2004-12-16,Silver
441,Philip Mccarthy,Female,1976-02-17,Bronze
442,Justin Sanders,Other,1967-12-15,Gold
443,Joseph Greer,Male,1952-12-24,Silver
444,Thomas Garcia,Other,1969-02-18,None
445,John Perez,Other,1963-02-21,Gold
446,David Lawson,Other,1995-01-03,None
447,Matthew Watson,Male,1954-10-31,Silver
448,Jasmine Snyder,Female,1977-03-21,Silver
449,Judy Jones,Female,1944-12-04,Bronze
450,Michael Cummings,Female,1966-11-09,Gold
451,Vincent Collier,Other,1947-10-02,Bronze
452,Justin Johnson,Other,1984-11-05,Silver
453,James Hodge,Female,1958-03-29,Gold
454,Christine Patterson,Female,1964-02-17,None
455,Anita Martinez,Other,1960-12-11,None
456,Haley Mercado,Other,1985-11-25,None
457,Victoria Edwards,Other,1965-03-01,Silver
458,Ronald Mercer,Other,1991-09-06,None
459,Jennifer Black,Female,1986-03-23,Gold
460,Douglas Brown,Other,1995-12-30,Silver
461,Jeremy Snyder,Other,1976-05-18,Bronze
462,Nicholas Wells,Male,1968-11-05,None
463,Lori Strickland,Male,1994-11-19,Gold
464,Michele Sparks,Female,1995-08-28,None
465,Kaitlin Mckenzie,Female,1999-09-16,Silver
466,William Tyler,Male,1964-05-24,Bronze
467,Dr. Maurice Yoder,Female,1977-10-10,Bronze
468,Christopher Baker,Other,1971-05-20,Silver
469,Charlotte Allen,Male,1964-11-04,Gold
470,Anthony Morrison,Male,1975-01-18,Bronze
471,Lindsey Bennett,Female,1999-02-12,Silver
472,Robert Scott,Female,1960-05-01,Bronze
473,James Anderson,Male,1952-10-29,Gold
474,Stacy Griffin,Female,1978-01-19,Silver
475,Robert Davis,Female,1960-06-10,Bronze
476,Denise Garza,Female,1993-06-22,Bronze
477,Matthew Ibarra,Other,1953-06-06,Gold
478,Zachary Barton,Female,1959-04-04,Silver
479,Ryan Hudson,Male,1974-03-26,Gold
480,Melinda Marks PhD,Male,1956-10-02,Gold
481,Jodi Richards,Female,1973-09-30,Silver
482,Sean Savage,Female,1951-10-13,None
483,Edwin Smith,Female,1966-09-20,Silver
484,Eric Patrick,Male,2000-12-18,Gold
485,Teresa Montgomery,Male,1975-11-25,None
486,Larry Galloway,Other,1972-12-01,Bronze
487,Don Bishop,Male,1990-03-29,Silver
488,Daniel Morrow,Female,1991-12-25,Bronze
489,Madison Phillips,Other,1964-11-12,None
490,Erica Wade,Male,1983-04-15,Bronze
491,Craig Hendrix,Other,1976-10-19,None
492,Brandy Clark,Other,1985-12-25,Silver
493,Joan Davis,Other,2000-05-22,Gold
494,Darryl Barnett,Female,1994-09-12,Silver
495,Scott Lam,Female,1950-01-03,Silver
496,Patrick Gallegos,Male,1954-07-12,Silver
497,Christina Gilmore,Male,1960-03-24,Silver
498,Eric Brennan,Male,2002-07-05,Silver
499,Taylor Cochran,Male,1951-04-28,Bronze
500,Erica Chavez,Male,1946-08-11,Bronze
501,Jordan Jones,Male,2006-01-19,Silver
502,Pamela Gallagher,Male,2003-10-23,None
503,Steven Lewis,Other,1980-09-27,Bronze
504,Kiara Perez,Other,1995-06-06,Silver
505,Bryan Reyes,Female,1953-02-11,Gold
506,Christopher Wilson,Other,1990-12-16,Bronze
507,Donald Barrera,Other,1956-11-25,Silver
508,Sarah Russell,Female,1997-11-28,None
509,Amy Walker,Other,1961-04-27,Gold
510,Kylie Morrow,Other,1992-01-13,None
511,Cassandra Grant,Male,2005-12-06,Gold
512,Robert Bird,Male,1975-09-24,Gold
513,Marcus Meyer,Female,2005-10-03,Silver
514,Brittany Butler,Female,1962-11-08,Bronze
515,Stacy Cisneros,Female,1995-08-26,Bronze
516,Randy Kim,Female,2002-04-01,None
517,Steven Bowers,Female,1983-08-07,Bronze
518,Benjamin Hernandez,Male,1958-07-18,Silver
519,Jason Taylor,Male,1998-11-24,None
520,Daniel Adams,Other,1948-05-21,None
521,Jean Mclean,Other,1992-04-10,Silver
522,Donna Perkins,Other,1999-06-19,Silver
523,Carol Woods,Male,1970-03-20,Bronze
524,Joseph Anthony,Male,1971-11-11,None
525,Dakota Barnes,Male,1966-11-03,Bronze
526,Kenneth Harrell,Male,1968-06-25,Bronze
527,Krystal Gonzales,Female,1947-04-23,None
528,Tommy Baker,Female,2005-09-15,Gold
529,Christopher Rios,Male,1986-11-16,Gold
530,Jim Anderson,Other,1983-06-03,Gold
531,Erika Delacruz,Other,1962-08-27,Silver
532,Sydney Smith,Female,1955-05-07,None
533,Austin Tate,Female,1975-12-08,Bronze
534,Amy Gilmore,Female,1985-08-17,Bronze
535,Terri Dominguez DVM,Male,1957-03-03,Gold
536,Brian Combs,Other,1949-03-12,None
537,Mary Wilson,Female,1971-10-04,None
538,Maureen Miller,Male,1988-03-06,Bronze
539,Bradley Hays,Male,2004-04-01,Silver
540,Molly Romero,Female,1947-09-23,None
541,Reginald Hoffman,Other,1946-02-22,None
542,Charles Hall,Other,1947-09-17,Gold
543,Manuel Smith,Male,1988-01-06,Bronze
544,Rodney Gray,Male,1999-06-16,Bronze
545,Lisa Bryant,Male,1985-05-19,Gold
546,James Knight,Female,1974-12-02,None
547,Charles Holland,Other,1959-06-08,Silver
548,James Watson,Other,1954-07-30,Silver
549,Paula Terry,Male,2004-11-18,Bronze
550,Lauren Kelly,Female,1960-01-15,Bronze
551,Curtis Taylor,Male,1994-09-26,Silver
552,Teresa Knapp,Female,1965-11-09,None
553,Jeffrey Burnett,Female,1951-03-12,Bronze
554,Lisa Boyer,Other,1988-05-17,Gold
555,Shawn Thompson,Male,1989-06-16,Bronze
556,Austin Davidson,Other,1973-12-20,None
557,Erin Banks,Other,1995-01-16,None
558,Susan Lamb,Other,1952-11-12,Gold
559,Larry Hernandez,Other,1995-02-16,Silver
560,Ryan Villarreal,Other,1998-09-20,None
561,Jessica Lee,Female,2002-07-20,Silver
562,Jessica Roy,Female,2003-03-11,Silver
563,Matthew Yates,Other,1986-04-06,Gold
564,Brenda Smith,Male,1990-03-27,Bronze
565,Gabrielle Burton,Other,2002-04-14,Silver
566,Krystal Flores,Other,1956-01-13,Silver
567,Sean Smith,Other,1963-12-18,Silver
568,Lori Larsen,Female,1989-08-17,None
569,Corey Whitaker,Male,1980-12-11,Gold
570,Hannah Jones,Other,1959-05-27,None
571,Nathaniel Riggs,Female,1960-06-20,Gold
572,Brooke Glass,Other,1974-09-01,Bronze
573,Lance Cooper,Other,1984-05-14,Silver
574,Brittany Garrison,Male,1977-06-01,Bronze
575,Tina Larsen,Male,2004-01-01,None
576,Andrew Fleming,Other,1991-01-12,Silver
577,Virginia Nelson,Male,1974-06-02,Silver
